provincia,region,localidad,de0a9Mbps,de10a20Mbps,de21a49Mbps,de50a99Mbps,de100a199Mbps,de200a499Mbps,de500a1024Mbps,otros,adsl,cableModem,dialUp,fibraOptica,otros_tec,satelital,wimax,wireless,totalTecnologia,latitud,longitud
Córdoba,Centro,Rincón,0,143,0,0,0,0,0,0,0,126,0,0,0,0,0,17,143,-31.595385474428,-63.6155414282074
Córdoba,Centro,Rosales,109,23,0,0,0,0,0,0,0,0,0,0,0,0,0,132,132,-34.171790725852,-63.1534798469172
Córdoba,Centro,Rosario Del Saladillo,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,-30.4293369124895,-63.4478615181188
Córdoba,Centro,Río Bamba,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,-34.0511211181075,-63.7321532881296
Córdoba,Centro,Río Ceballos,607,744,81,2991,2171,247,0,1,1049,5510,0,4,1,2,0,444,7010,-31.1748535571499,-64.3096761754849
Córdoba,Centro,Río Cuarto,2611,5747,1419,25933,25407,4102,4,14,6460,39139,1,18376,0,6,0,1254,65236,-33.1242631220064,-64.3487377033754
Córdoba,Centro,Río De Los Sauces,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-32.5265595269976,-64.5869530802431
Córdoba,Centro,Río Primero,1856,226,0,0,0,0,0,0,1206,0,0,703,0,0,0,187,2096,-31.3291838493004,-63.621866727412
Córdoba,Centro,Río Segundo,3645,1265,0,0,0,0,0,0,2416,0,0,509,580,0,0,1404,4909,-31.650153972407,-63.9118630162229
Córdoba,Centro,Río Tercero,927,879,354,5974,12243,217,0,1,614,8810,0,10001,0,1,0,1168,20594,-32.173100971278,-64.1130560562283
Córdoba,Centro,Sacanta,1141,148,12,0,0,0,0,0,0,923,0,257,0,1,0,120,1301,-31.6633035739729,-63.0453212093259
Córdoba,Centro,Saira,0,234,0,0,0,0,0,0,234,0,0,0,0,0,0,0,234,-32.406411636801,-62.1029831790036
Córdoba,Centro,Saldán,429,1005,837,866,1013,97,0,20,69,4193,0,73,0,0,0,270,4605,-31.3142696814132,-64.3129043036137
Córdoba,Centro,Salsacate,326,141,0,0,0,0,0,0,155,0,0,3,0,1,0,298,457,-31.3151616749444,-65.0910260595287
Córdoba,Centro,Salsipuedes,1451,32,13,226,198,32,0,0,891,467,0,9,0,0,0,387,1754,-31.1388344121698,-64.2906610433299
Córdoba,Centro,Sampacho,319,516,0,0,0,0,0,1073,588,0,0,29,1070,0,0,219,1906,-33.3845382952352,-64.7219849539761
Córdoba,Centro,San Agustín,115,1,0,0,0,0,0,0,110,0,0,0,0,0,0,1,111,-31.9763155149128,-64.3733067164283
Córdoba,Centro,San Antonio De Arredondo,107,16,10,633,612,57,0,0,0,1322,0,1,0,0,0,112,1435,-31.4782264688487,-64.5289350434399
Córdoba,Centro,San Antonio De Litín,428,0,0,0,0,0,0,1,368,0,0,1,6,0,0,54,429,-32.2128605395629,-62.6330068495678
Córdoba,Centro,San Basilio,552,350,0,0,0,0,0,1,37,0,0,865,0,1,0,0,903,-33.4978542515606,-64.3151828240087
Córdoba,Centro,San Carlos Minas,314,182,0,0,0,0,0,0,204,0,0,2,0,0,0,290,496,-31.175590415787,-65.1017054267171
Córdoba,Centro,San Esteban,51,49,0,0,0,0,0,4,62,0,0,0,0,0,0,42,104,-30.9199784063317,-64.5360036651851
Córdoba,Centro,San Francisco,1722,1872,429,9929,5216,693,33,1222,3271,16552,0,7,60,0,0,1222,21112,-31.4276088869788,-62.0866336146078
Córdoba,Centro,San Francisco Del Chañar,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,-29.7882609409722,-63.9430703616826
Córdoba,Centro,San Gerónimo,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,-31.3409519996631,-64.9131949666644
Córdoba,Centro,San Huberto,15,15,0,0,0,0,0,0,0,0,0,3,0,0,0,27,30,-31.832529380563,-64.9856729137672
Córdoba,Centro,San Ignacio (Loteo San Javier),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,-32.1667856733263,-64.5163972060979
Córdoba,Centro,San Javier Y Yacanto,214,0,0,0,0,0,0,66,0,0,0,0,0,0,0,280,280,-32.0266518585481,-65.027552227227
Córdoba,Centro,San José,57,12,0,0,0,0,0,0,0,0,0,0,0,0,0,69,69,-31.9573259005881,-65.3152083482463
Córdoba,Centro,San José De La Dormida,280,110,0,0,0,0,0,0,125,0,0,0,0,1,0,263,389,-30.3546018393412,-63.9466529209876
Córdoba,Centro,San Lorenzo,1,20,0,0,0,0,0,0,0,0,0,1,0,0,0,20,21,-31.6822276756771,-65.0255685400222
Córdoba,Centro,San Marcos,18,106,0,0,0,0,0,3,124,0,0,3,0,0,0,0,127,-32.6303275526998,-62.4819712615844
Córdoba,Centro,San Marcos Sierra,456,247,0,0,0,0,0,0,0,16,0,429,0,0,0,199,644,-30.7803420622583,-64.6468515131076
Córdoba,Centro,San Nicolás,1,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,-31.435151387072,-64.4492154097951
Córdoba,Centro,San Pedro,301,108,0,0,0,0,0,0,0,0,0,6,0,0,0,403,409,-31.9368244076607,-65.2192402223011
Córdoba,Centro,San Pedro Norte,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,62,-30.0887589979373,-64.1559536726827
Córdoba,Centro,San Roque,221,12,0,0,0,0,0,0,0,0,0,0,0,0,0,233,233,-31.3496904364626,-64.4599293921174
Córdoba,Centro,San Vicente,25,9,0,0,0,0,0,0,0,0,0,6,0,0,0,33,39,-31.8549846523947,-65.4304499825783
Córdoba,Centro,Santa Catalina (Est. Holmberg),146,488,511,0,0,0,0,0,456,0,0,511,0,0,0,178,1145,-33.2059384521037,-64.4348164483493
Córdoba,Centro,Santa Eufemia,634,0,0,0,0,0,0,11,0,587,0,0,0,1,0,57,645,-33.1767529632621,-63.2820358699256
Córdoba,Centro,Santa Magdalena (Est. Jovita),1653,265,0,0,0,0,0,0,0,1666,0,37,0,0,0,82,1785,-34.514736598064,-63.941510935076
Córdoba,Centro,Santa María De Punilla,457,930,0,0,0,0,0,3,1273,0,0,2,1,0,0,113,1389,-31.2703319860361,-64.4653357678432
Córdoba,Centro,Santa Rosa De Calamuchita,2683,2636,2,3,1,0,0,41,1355,815,0,119,0,0,0,3079,5368,-32.0700578177618,-64.537633731877
Córdoba,Centro,Santa Rosa De Río Primero,964,0,522,5,0,0,0,17,363,0,0,806,0,0,0,339,1508,-31.1514772066717,-63.4015912555355
Córdoba,Centro,Santiago Temple,757,69,0,0,0,0,0,0,95,653,0,0,0,1,0,81,830,-31.3871253007234,-63.4182078006181
Córdoba,Centro,Sarmiento,11,60,0,0,0,0,0,0,71,0,0,0,0,0,0,0,71,-30.7741941000543,-64.1089868115808
Córdoba,Centro,Saturnino María Laspiur,731,28,0,0,0,0,0,0,0,758,0,0,0,1,0,0,759,-31.7029319509565,-62.4840180855351
Córdoba,Centro,Sauce Arriba,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,-31.9143833881487,-65.1687928322254
Córdoba,Centro,Sebastián Elcano,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,-30.1614462636479,-63.5934503863753
Córdoba,Centro,Seeber,66,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,66,-30.9239726451413,-61.9737374276269
Córdoba,Centro,Segunda Usina,42,19,0,0,0,0,0,0,0,0,0,0,0,0,0,61,61,-32.1650425977053,-64.3784225873001
Córdoba,Centro,Serrano,1114,1,0,0,0,0,0,0,0,1033,0,0,0,1,0,81,1115,-34.4699818959404,-63.5375595280644
Córdoba,Centro,Serrezuela,17,283,0,0,0,0,0,0,102,0,0,10,0,0,0,2,114,-30.6392026300348,-65.3813009621884
Córdoba,Centro,Silvio Pellico,76,139,0,0,0,0,0,0,150,0,0,0,0,0,0,65,215,-32.2506338091324,-62.931650118919
Córdoba,Centro,Sinsacate,56,14,5,593,161,0,11,0,59,0,0,828,0,0,0,12,899,-30.9428574787407,-64.0884974374818
Córdoba,Centro,Tala Cañada,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,-31.3590179990726,-64.9638128897381
Córdoba,Centro,Tala Huasi,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,-31.472446933222,-64.5651507693433
Córdoba,Centro,Tancacha,1303,187,0,0,0,0,0,0,1305,0,0,0,0,1,0,184,1490,-32.2402070251544,-63.9799466045503
Córdoba,Centro,Taninga,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,167,-31.3454000529726,-65.0801168738369
Córdoba,Centro,Tanti,357,16,0,0,0,0,0,225,0,0,0,0,225,0,0,373,598,-31.3549072437345,-64.5909558305817
Córdoba,Centro,Ticino,603,61,0,0,0,0,0,7,0,663,0,6,0,2,0,0,671,-32.6919271380136,-63.4353044375428
Córdoba,Centro,Toledo,664,20,0,0,0,0,0,0,517,0,0,163,0,0,0,4,684,-31.5560967583723,-64.0080543306962
Córdoba,Centro,Toro Pujio,77,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,77,-31.1090401829574,-62.9876506224993
Córdoba,Centro,Tosno,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,-30.9499425576932,-65.3099277411768
Córdoba,Centro,Tránsito,946,266,1,1,0,0,0,6,77,1025,0,0,0,0,0,118,1220,-31.4251109532295,-63.1954038579264
Córdoba,Centro,Tuclame,2,72,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-30.7485284753417,-65.2375410689391
Córdoba,Centro,Tío Pujio,511,106,3,0,0,0,0,2,567,0,0,2,0,0,0,53,622,-32.2863739057236,-63.3540179546817
Córdoba,Centro,Ucacha,1844,105,0,0,0,0,0,1,143,1747,0,1,0,0,0,59,1950,-33.0334392795817,-63.5082571588932
Córdoba,Centro,Unquillo,1835,1772,87,443,452,62,2,1,2198,873,0,905,0,0,0,603,4579,-31.2319725034056,-64.3177425598673
Córdoba,Centro,Valle De Anisacate,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,62,-31.7314776926852,-64.4129622125593
Córdoba,Centro,Valle Hermoso,288,740,2,9,5,0,0,1,913,16,0,0,0,0,0,116,1045,-31.1172888298585,-64.484252831532
Córdoba,Centro,Viamonte,5,24,0,0,0,0,0,0,29,0,0,0,0,0,0,0,29,-33.7470669728167,-63.0989062265371
Córdoba,Centro,Vicuña Mackenna,2973,838,0,0,0,0,0,1,2268,1472,0,71,0,1,0,0,3812,-33.917235746816,-64.3902222715013
Córdoba,Centro,Villa Allende,332,1078,387,3391,2961,645,9,1,1,6366,0,1885,4,0,0,345,8601,-31.2922067561376,-64.2950077746202
Córdoba,Centro,Villa Alpina,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-31.9532611007669,-64.8132541353652
Córdoba,Centro,Villa Amancay,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,-32.1863928332037,-64.570452981186
Córdoba,Centro,Villa Ascasubi,399,439,0,0,0,0,0,0,0,0,0,0,0,0,0,849,849,-32.1643583032298,-63.892558867184
Córdoba,Centro,Villa Berna,14,23,0,0,0,0,0,0,31,0,0,0,0,0,0,6,37,-31.9052382568315,-64.7428823583405
Córdoba,Centro,Villa Carlos Paz,1535,1317,513,10120,9333,1642,21,0,1857,21973,0,6,1,2,0,642,24481,-31.4182380208919,-64.4933448063141
Córdoba,Centro,Villa Cerro Azul,95,0,0,0,0,0,0,0,75,0,0,0,0,0,0,20,95,-31.0702139869894,-64.3197333591217
Córdoba,Centro,Villa Ciudad De América (Loteo Diego De Rojas),80,152,0,0,0,0,0,0,0,0,0,0,0,0,0,232,232,-31.7932195162073,-64.5139255175446
Córdoba,Centro,Villa Ciudad Parque Los Reartes,290,105,0,0,0,0,0,5,0,400,0,0,0,0,0,0,400,-31.9091576117526,-64.5456887371347
Córdoba,Centro,Villa Ciudad Parque Los Reartes (1A. Sección),69,150,0,0,0,0,0,0,0,0,0,0,0,0,0,219,219,-31.9091576117526,-64.5456887371347
Córdoba,Centro,Villa Ciudad Parque Los Reartes (3A. Sección),8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,-31.9091576,-64.54568873
Córdoba,Centro,Villa Concepción Del Tío,357,20,0,0,0,0,0,0,0,245,0,0,0,0,0,132,377,-31.3224689015774,-62.8144745758859
Córdoba,Centro,Villa Cura Brochero,182,123,0,0,0,0,0,0,0,180,0,125,0,0,0,3,308,-31.7063690825109,-65.0191109777329
Córdoba,Centro,Villa De Las Rosas,242,83,0,0,0,0,0,4,0,0,0,0,0,0,0,329,329,-31.9484733205417,-65.0550181621034
Córdoba,Centro,Villa De María,1279,0,0,0,0,0,0,0,0,610,0,0,427,0,0,242,1279,-29.9043583402484,-63.722318985926
Córdoba,Centro,Villa De Pocho,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,-31.4880894840309,-65.2830353856188
Córdoba,Centro,Villa De Soto,510,1491,9,0,0,0,0,0,625,0,0,341,0,2,0,293,1261,-30.852977256889,-64.9924997261449
Córdoba,Centro,Villa Del Dique,1304,499,0,2,0,0,0,0,555,0,0,256,128,0,0,866,1805,-32.1696837164743,-64.4567952849232
Córdoba,Centro,Villa Del Prado,49,1,0,0,0,0,0,0,0,0,0,1,0,0,0,49,50,-31.6179397578028,-64.3924925248834
Córdoba,Centro,Villa Del Rosario,102,5186,614,62,20,0,0,1485,141,7257,0,0,0,0,0,71,7469,-31.5540113344661,-63.5341489014562
Córdoba,Centro,Villa Del Totoral,1000,148,359,43,5,0,0,1,678,0,0,430,0,0,0,448,1556,-30.7038437425366,-64.0682991778579
Córdoba,Centro,Villa Del Tránsito,38,13,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51,-31.4474037687006,-63.1940139744669
Córdoba,Centro,Villa Dolores,4127,1207,466,919,1950,92,3,2,901,802,0,4892,0,0,0,2167,8762,-31.9440434116077,-65.1961395608591
Córdoba,Centro,Villa El Chacay,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,-32.893726660666,-64.8675140784316
Córdoba,Centro,Villa El Fachinal - Parque Norte - Guiñazú Norte,192,197,0,0,0,0,0,0,388,0,0,0,0,1,0,0,389,-31.3101307241869,-64.1805270805742
Córdoba,Centro,Villa Elisa,550,479,2,0,0,0,0,0,1031,0,12,0,0,0,0,0,1043,-32.7487775757302,-62.3306744044274
Córdoba,Centro,Villa Fontana,187,100,114,0,0,0,0,0,0,0,0,170,0,0,0,231,401,-30.8940088267342,-63.1159181990178
Córdoba,Centro,Villa General Belgrano,494,665,1,0,0,0,0,1,0,31,0,0,0,1,0,1129,1161,-31.9808236449718,-64.5606191505919
Córdoba,Centro,Villa Giardino,1098,379,6,0,0,1,0,126,992,0,0,365,0,0,0,253,1610,-31.0362773938945,-64.4928899121054
Córdoba,Centro,Villa Huidobro,1889,2,0,0,0,0,0,0,0,789,10,2,0,1,0,1099,1901,-34.8371817717375,-64.5833571665395
Córdoba,Centro,Villa La Bolsa,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54,-31.7287879568356,-64.4324174982752
Córdoba,Centro,Villa La Viña,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,-31.8727711509831,-65.0372746344972
Córdoba,Centro,Villa Los Aromos,70,89,0,0,0,0,0,0,98,0,0,0,0,0,0,62,160,-31.7359598057037,-64.4389279396961
Córdoba,Centro,Villa Los Llanos - Juárez Celman,309,1037,7,14,0,0,0,0,508,0,0,499,0,0,0,360,1367,-31.2742571242585,-64.1641142793009
Córdoba,Centro,Villa María,1158,1700,736,17999,4651,558,11,2855,2354,15284,0,10543,0,1,0,2022,30204,-32.4120836110321,-63.2499951238659
Córdoba,Centro,Villa Nueva,423,872,77,1369,753,75,1,1834,1120,2288,0,1001,1,1,0,993,5404,-32.4288251783807,-63.249359249877
Córdoba,Centro,Villa Parque Santa Ana,33,235,0,0,0,0,0,0,268,0,0,0,0,0,0,0,268,-31.5893075812486,-64.3536920462417
Córdoba,Centro,Villa Parque Siquimán,265,20,0,0,0,0,0,0,0,0,0,0,0,0,0,285,285,-31.3457170881093,-64.4802571053108
Córdoba,Centro,Villa Quilino,0,0,36,0,0,0,0,0,0,0,0,36,0,0,0,0,36,-30.2101157475483,-64.4775674155262
Córdoba,Centro,Villa Quillinzo,9,75,0,0,0,0,0,0,0,0,0,0,0,0,0,84,84,-32.2384365356542,-64.5210498971139
Córdoba,Centro,Villa Reducción,231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,232,232,-33.2014556304775,-63.8622207209792
Córdoba,Centro,Villa Rumipal,1033,378,2,1,0,0,0,0,0,0,0,43,0,0,0,937,980,-32.1893813417324,-64.4792063354191
Córdoba,Centro,Villa Río Icho Cruz,143,4,0,0,0,0,0,0,0,0,0,0,0,0,0,147,147,-31.4791065590312,-64.562747406585
Córdoba,Centro,Villa San Esteban,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,-31.6335474004986,-62.896766816574
Córdoba,Centro,Villa San Isidro - José De La Quintana,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,63,63,-31.8208264119355,-64.3935275639835
Córdoba,Centro,Villa San Miguel,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,-31.8582901636165,-64.3750577906576
Córdoba,Centro,Villa Santa Cruz Del Lago,294,257,0,0,0,0,0,0,272,0,0,0,0,0,0,279,551,-31.369322851246,-64.5205370832482
Córdoba,Centro,Villa Sarmiento,357,67,0,0,0,0,0,0,1,0,0,0,0,0,0,423,424,-34.1216195744231,-64.7240499364674
Córdoba,Centro,Villa Tulumba,169,2,0,0,0,0,0,0,0,0,0,2,0,0,0,169,171,-30.397481563929,-64.1231771567642
Córdoba,Centro,Villa Valeria,577,272,0,0,0,0,0,0,632,0,0,0,0,1,0,216,849,-34.3408530354994,-64.917844943457
Córdoba,Centro,Villa Yacanto,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,-32.1037825310006,-64.7541028295247
Córdoba,Centro,Washington,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,-33.8733676407196,-64.6886182213475
Córdoba,Centro,Wenceslao Escalante,103,29,0,0,0,0,0,0,36,85,0,0,0,1,0,10,132,-33.1720228484368,-62.7700003268955
Entre Ríos,Centro,1º De Mayo,149,17,0,0,0,0,0,0,0,0,0,26,0,0,0,140,166,-32.2570116072534,-58.422728628517
Entre Ríos,Centro,Aldea Brasilera,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,46,-31.8922864518526,-60.591797746941
Entre Ríos,Centro,Aldea María Luisa,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,-31.8847292300203,-60.4087456869806
Entre Ríos,Centro,Aldea Protestante,212,1,0,0,0,0,0,0,5,0,0,0,153,0,0,55,213,-32.0308328904873,-60.5643359117847
Entre Ríos,Centro,Aldea San Antonio,189,0,0,0,0,0,0,0,0,188,0,0,0,1,0,0,189,-32.6253281653841,-58.703196864174
Entre Ríos,Centro,Aldea San Juan,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,-31.9982237404715,-60.3583819889242
Entre Ríos,Centro,Aldea San Rafael,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,-31.9598299451355,-60.2558755485286
Entre Ríos,Centro,Aldea Spatzenkutter,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,-31.9485292712546,-60.5803966416062
Entre Ríos,Centro,Aldea Valle María,335,0,0,0,0,0,0,0,0,0,0,85,0,0,224,26,335,-31.9922440087904,-60.5878502274446
Entre Ríos,Centro,Aranguren,94,0,261,13,1,0,0,0,0,305,0,0,0,1,0,93,399,-32.2443130059944,-60.1627988186884
Entre Ríos,Centro,Arroyo Barú,91,0,0,0,0,0,0,0,0,0,0,18,0,0,0,76,94,-31.8673630759862,-58.445702857466
Entre Ríos,Centro,Basavilbaso,208,625,0,789,0,0,0,815,832,0,0,789,0,0,0,816,2437,-32.3725729351065,-58.8785609437917
Entre Ríos,Centro,Betbeder,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,-32.374100868006,-59.9380818002549
Entre Ríos,Centro,Bovril,1102,14,0,0,0,0,0,0,0,1108,0,2,0,0,0,5,1115,-31.3428914409424,-59.4467309737899
Entre Ríos,Centro,Calabacilla,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,-31.507626297952,-58.1334346597166
Entre Ríos,Centro,Caseros,672,179,0,0,0,0,0,23,113,0,0,707,6,0,0,48,874,-32.4642772562474,-58.4780718727049
Entre Ríos,Centro,Ceibas,48,0,0,0,0,0,0,0,16,0,0,0,0,0,0,32,48,-33.4994124052794,-58.8003541709834
Entre Ríos,Centro,Cerrito,153,1110,0,0,0,0,0,0,214,954,0,0,0,1,0,94,1263,-31.5821711222967,-60.0740223148253
Entre Ríos,Centro,Chajarí,633,8518,2682,28,0,0,0,1,952,5927,0,4708,0,0,0,275,11862,-30.7540759107669,-57.9841625878637
Entre Ríos,Centro,Clodomiro Ledesma,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-31.5794028169306,-58.1813678170213
Entre Ríos,Centro,Colonia Alemana,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,62,-30.896158506292,-58.0221576342783
Entre Ríos,Centro,Colonia Avellaneda,140,310,0,0,0,0,0,0,392,0,0,0,0,0,0,58,450,-31.7680690511493,-60.4050220629258
Entre Ríos,Centro,Colonia Avigdor,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,-31.1853384671792,-59.4079822910182
Entre Ríos,Centro,Colonia Ayuí,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,-31.2050901632153,-58.0338899223591
Entre Ríos,Centro,Colonia Elía,116,18,0,0,0,0,0,21,0,0,0,0,0,0,0,155,155,-32.6723717845853,-58.325119237234
Entre Ríos,Centro,Colonia Ensanche Sauce,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,-30.8567132993029,-57.8648918069168
Entre Ríos,Centro,Colonia Ensayo,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,-31.8672572611199,-60.5752901869571
Entre Ríos,Centro,Colonia Hugues,28,0,0,0,0,0,0,28,0,0,0,0,0,1,0,55,56,-32.2963657704418,-58.2329681221353
Entre Ríos,Centro,Colonia La Argentina,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,-31.0739,-58.0258
Entre Ríos,Centro,Colonia Peña,28,0,0,0,0,0,0,6,0,0,0,0,0,0,0,21,21,-30.7974915997552,-58.1756384659062
Entre Ríos,Centro,Colonia Santa María,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,-30.5993375212861,-58.1858011706289
Entre Ríos,Centro,Colón,968,872,186,634,781,102,1,2588,1399,1534,0,1626,160,5,0,1408,6132,-32.2232180852093,-58.1419674849484
Entre Ríos,Centro,Concepción Del Uruguay,3437,6318,311,4923,5528,694,11,1784,5649,8429,6,5933,0,0,0,2986,23003,-32.4853601673728,-58.2320517380782
Entre Ríos,Centro,Concordia,4160,7086,43,619,1609,105,2,3,8919,111,0,3970,1,1,0,654,13656,-31.3687044068789,-58.0450288431718
Entre Ríos,Centro,Conscripto Bernardi,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,265,-31.0477778936084,-59.0867391405808
Entre Ríos,Centro,Crespo,444,743,4331,1406,446,0,0,0,1093,6164,0,19,0,0,0,94,7370,-32.0346491846505,-60.3107514290928
Entre Ríos,Centro,Crucesitas Séptima Sección,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,118,-31.38833,-60.0167
Entre Ríos,Centro,Diamante,796,3013,3,0,0,0,0,0,2292,1130,0,0,0,0,0,390,3812,-32.0671549441222,-60.6377365188118
Entre Ríos,Centro,Don Cristóbal,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,71,-32.0752594049271,-59.9943230195983
Entre Ríos,Centro,Durazno,46,9,0,0,0,0,0,0,11,0,0,0,0,0,0,44,55,-31.9865854200416,-59.2804623070462
Entre Ríos,Centro,El Brillante,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,29,29,-32.1797669801643,-58.2122328834059
Entre Ríos,Centro,El Cimarrón,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,-30.9868629826869,-58.9777569104134
Entre Ríos,Centro,El Colorado,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,-32.1819017485871,-58.1918561863469
Entre Ríos,Centro,El Palenque,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,-31.6625748086746,-60.1751144821058
Entre Ríos,Centro,El Pingo,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,-31.5838497016925,-59.8938069366259
Entre Ríos,Centro,El Ramblón,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,-31.8480473768248,-60.0927487719843
Entre Ríos,Centro,El Solar,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,-31.1810124666205,-59.7328844569416
Entre Ríos,Centro,Enrique Carbó,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,-33.1478483564668,-59.2089401138297
Entre Ríos,Centro,Estación Camps,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,-32.1133207438253,-60.2299017967384
Entre Ríos,Centro,Estación Raíces,13,30,0,0,0,0,0,0,38,0,0,0,0,0,0,5,43,-31.908248192653,-59.2606926522048
Entre Ríos,Centro,Estación Yeruá,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,-31.469433434517,-58.2636681024626
Entre Ríos,Centro,Estación Yuquerí,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,-31.3963812386954,-58.1611535438718
Entre Ríos,Centro,Estancia Grande,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,-31.4400282680775,-58.1246631255854
Entre Ríos,Centro,Estancia San Pedro,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-32.2669,-58.6294
Entre Ríos,Centro,Faustino M. Parera,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,-32.8044314283598,-58.8826333992369
Entre Ríos,Centro,Febré,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,-32.4774515995652,-59.9217117300676
Entre Ríos,Centro,Federación,153,912,0,0,0,0,0,35,1058,0,0,1,0,0,0,176,1235,-30.990072444489,-57.9183475208406
Entre Ríos,Centro,Federal,423,522,0,0,0,0,0,1100,563,0,0,1,1100,0,0,404,2068,-30.9513342178715,-58.7851418943148
Entre Ríos,Centro,General Campos,564,10,1,0,0,0,0,0,1,0,0,0,0,1,0,232,234,-31.5246078338723,-58.4047735134447
Entre Ríos,Centro,General Galarza,605,1,0,0,0,0,0,2,2,0,0,0,0,0,0,606,608,-32.7212713061819,-59.3958887031115
Entre Ríos,Centro,General Racedo,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,-31.9840164487261,-60.4083912285494
Entre Ríos,Centro,General Ramírez,223,495,1852,184,2,0,0,1,603,1996,0,0,1,0,0,92,2692,-32.1772714430842,-60.1985605811767
Entre Ríos,Centro,Gilbert,63,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,63,-32.5306030521065,-58.9339533000982
Entre Ríos,Centro,Gobernador Echagüe,0,0,0,0,0,0,0,22,0,0,0,0,22,0,0,0,22,-32.3933701328502,-59.2758886814116
Entre Ríos,Centro,Gobernador Mansilla,21,0,0,0,0,0,0,160,0,0,0,0,160,0,0,21,181,-32.5464913620505,-59.3561472624329
Entre Ríos,Centro,Gobernador Solá,0,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,25,-32.3372059083888,-59.3710906213647
